항구청명,사용년월,사용월,시설코드,시설서브코드,시설명,접안시간,처리실적
"부산","2025","12","MBF","11","국제여객터미널 11선석","561","42844"
"부산","2025","12","MB6","01","자성대부두 61선석","113","0"
"부산","2026","01","MB7","02","7부두 72선석","202","40406"
"부산","2026","01","MBR","E2","신감만부두 2선석","619","483080"
"부산","2026","01","MBR","02","감만부두 2선석(신선대감만터미널)","33","559671"
"부산","2026","01","MB7","01","7부두 71선석","285","27901"
"부산","2026","01","MBR","E1","신감만부두 1선석","581","832144"
"부산","2026","01","MB6","01","자성대부두 61선석","123","3687"
"부산","2026","01","MBF","12","국제여객터미널 12선석","210","102804"
"부산","2026","01","MBR","01","감만부두 1선석(한국허치슨터미널)","829","1013491"
"부산","2026","01","MBR","03","감만부두 3선석(신선대감만터미널)","972","416407"
"부산","2026","01","MB7","04","7부두 74선석","224","4262"
"부산","2026","01","MBF","11","국제여객터미널 11선석","376","42067"
"부산","2026","01","MBR","04","감만부두 4선석(신선대감만터미널)","1072","657739"
"부산","2026","01","MBD","03","동명부두 D3선석","14","1090"
"부산","2026","01","MBS","01","신선대부두 1선석","829","2211491"
"부산","2026","01","MBS","05","신선대부두 5선석","706","149743"
"부산","2026","01","MB7","03","7부두 73선석","317","102208"
"부산","2026","01","MB5","01","5부두 51선석(양곡부두)","0","16097"
"부산","2026","01","MBR","E3","신감만부두 3선석","652","308352"
"부산","2026","01","MBU","02","연합부두 연2선석","76","23922"
"부산","2026","01","MBS","03","신선대부두 3선석","1015","297977"
"부산","2026","01","MB6","02","자성대부두 62선석","55","1611"
"부산","2026","01","MB8","05","8부두 85선석","94","9250"
"부산","2026","01","MBS","04","신선대부두 4선석","946","235878"
"부산","2026","01","MBS","02","신선대부두 2선석","982","797899"
"부산","2026","02","MB7","03","7부두 73선석","304","96561"
"부산","2026","02","MBR","E2","신감만부두 2선석","547","515876"
"부산","2026","02","MBD","03","동명부두 D3선석","14","1090"
"부산","2026","02","MB7","04","7부두 74선석","338","5152"
"부산","2026","02","MB6","02","자성대부두 62선석","89","0"
"부산","2026","02","MBF","13","국제여객터미널 13선석","104","6750"
"부산","2026","02","MBS","04","신선대부두 4선석","821","195764"
"부산","2026","02","MBS","01","신선대부두 1선석","1133","2259619"
"부산","2026","02","MBU","02","연합부두 연2선석","155","55398"
"부산","2026","02","MB7","02","7부두 72선석","244","28895"
"부산","2026","02","MBR","01","감만부두 1선석(한국허치슨터미널)","966","623168"
"부산","2026","02","MBF","12","국제여객터미널 12선석","206","79795"
"부산","2026","02","MB7","01","7부두 71선석","311","24702"
"부산","2026","02","MBS","02","신선대부두 2선석","711","685142"
"부산","2026","02","MBR","04","감만부두 4선석(신선대감만터미널)","774","774561"
"부산","2026","02","MBR","E1","신감만부두 1선석","566","659613"
"부산","2026","02","MBS","05","신선대부두 5선석","681","190386"
"부산","2026","02","MBF","11","국제여객터미널 11선석","393","41426"
"부산","2026","02","MB6","01","자성대부두 61선석","126","0"
"부산","2026","02","MBS","03","신선대부두 3선석","834","240890"
"부산","2026","02","MB8","05","8부두 85선석","203","5445"
"부산","2026","02","MBR","03","감만부두 3선석(신선대감만터미널)","1039","740529"
"부산","2026","02","MBR","02","감만부두 2선석(신선대감만터미널)","90","183756"
"부산","2026","02","MBF","14","국제여객터미널 14선석","14","0"
"부산","2026","02","MBR","E3","신감만부두 3선석","510","457526"
"부산","2026","03","MBF","02","북항크루즈터미널 2선석","42","0"
"부산","2026","03","MB7","01","7부두 71선석","312","27161"
"부산","2026","03","MBR","04","감만부두 4선석(신선대감만터미널)","1056","872926"
"부산","2026","03","MBU","02","연합부두 연2선석","175","38480"
"부산","2026","03","MBF","13","국제여객터미널 13선석","157","25495"
"부산","2026","03","MB6","02","자성대부두 62선석","38","0"
"부산","2026","03","MBS","03","신선대부두 3선석","917","256365"
"부산","2026","03","MBR","E3","신감만부두 3선석","533","427999"
"부산","2026","03","MBS","02","신선대부두 2선석","504","698928"
"부산","2026","03","MBS","05","신선대부두 5선석","728","101700"
"부산","2026","03","MB7","02","7부두 72선석","230","48773"
"부산","2026","03","MBD","03","동명부두 D3선석","15","989"
"부산","2026","03","MBS","01","신선대부두 1선석","808","2420355"
"부산","2026","03","MBS","04","신선대부두 4선석","1039","256447"
"부산","2026","03","MBR","03","감만부두 3선석(신선대감만터미널)","1077","750898"
"부산","2026","03","MBR","E2","신감만부두 2선석","573","515164"
"부산","2026","03","MB7","03","7부두 73선석","345","126608"
"부산","2026","03","MB7","04","7부두 74선석","283","9121"
"부산","2026","03","MBR","01","감만부두 1선석(한국허치슨터미널)","1006","675830"
"부산","2026","03","MB6","01","자성대부두 61선석","36","0"
"부산","2026","03","MBR","02","감만부두 2선석(신선대감만터미널)","162","454330"
"부산","2026","03","MBF","11","국제여객터미널 11선석","377","47293"
"부산","2026","03","MB8","05","8부두 85선석","369","7668"
"부산","2026","03","MBF","12","국제여객터미널 12선석","193","105338"
"부산","2026","03","MBR","E1","신감만부두 1선석","535","748495"
"부산","2026","04","MBU","02","연합부두 연2선석","161","35272"
"부산","2026","04","MBS","02","신선대부두 2선석","612","750112"
"부산","2026","04","MB7","01","7부두 71선석","271","32429"
"부산","2026","04","MBS","03","신선대부두 3선석","678","242177"
"부산","2026","04","MBR","02","감만부두 2선석(신선대감만터미널)","144","571020"
"부산","2026","04","MBF","12","국제여객터미널 12선석","155","88991"
"부산","2026","04","MBR","E2","신감만부두 2선석","630","565956"
"부산","2026","04","MBR","03","감만부두 3선석(신선대감만터미널)","1050","654962"
"부산","2026","04","MB8","05","8부두 85선석","391","3881"
"부산","2026","04","MB7","04","7부두 74선석","304","10269"
"부산","2026","04","MBR","E3","신감만부두 3선석","607","470188"
"부산","2026","04","MB7","03","7부두 73선석","365","157472"
"부산","2026","04","MBR","01","감만부두 1선석(한국허치슨터미널)","919","623336"
"부산","2026","04","MBR","E1","신감만부두 1선석","595","832624"
"부산","2026","04","MB6","01","자성대부두 61선석","24","2734"
"부산","2026","04","MBS","01","신선대부두 1선석","784","2401920"
"부산","2026","04","MBD","03","동명부두 D3선석","0","887"
"부산","2026","04","MBS","05","신선대부두 5선석","698","177478"
"부산","2026","04","MB7","02","7부두 72선석","154","43382"
"부산","2026","04","MBR","04","감만부두 4선석(신선대감만터미널)","1112","915121"
"부산","2026","04","MBS","04","신선대부두 4선석","1221","337574"
"부산","2026","04","MBF","11","국제여객터미널 11선석","442","53965"
"부산","2026","05","MB7","04","7부두 74선석","232","6820"
"부산","2026","05","MBF","02","북항크루즈터미널 2선석","7","0"
"부산","2026","05","MBF","12","국제여객터미널 12선석","216","126924"
"부산","2026","05","MBF","14","국제여객터미널 14선석","5","0"
"부산","2026","05","MBF","01","북항크루즈터미널 1선석","0","1124"
"부산","2026","05","MBS","02","신선대부두 2선석","871","703716"
"부산","2026","05","MBR","E2","신감만부두 2선석","561","586328"
"부산","2026","05","MBR","04","감만부두 4선석(신선대감만터미널)","1266","1025281"
"부산","2026","05","MBS","04","신선대부두 4선석","1305","320332"
"부산","2026","05","MBS","03","신선대부두 3선석","636","215975"
"부산","2026","05","MBR","E3","신감만부두 3선석","671","534678"
"부산","2026","05","MBD","03","동명부두 D3선석","17","989"
"부산","2026","05","MBR","E1","신감만부두 1선석","601","784846"
"부산","2026","05","MBR","03","감만부두 3선석(신선대감만터미널)","1167","753300"
"부산","2026","05","MB8","05","8부두 85선석","358","6828"
"부산","2026","05","MBU","02","연합부두 연2선석","201","45632"
"부산","2026","05","MB6","01","자성대부두 61선석","58","13248"
"부산","2026","05","MBS","01","신선대부두 1선석","786","2396907"
"부산","2026","05","MB7","02","7부두 72선석","225","38234"
"부산","2026","05","MBF","13","국제여객터미널 13선석","13","0"
"부산","2026","05","MBR","01","감만부두 1선석(한국허치슨터미널)","973","638777"
"부산","2026","05","MB7","01","7부두 71선석","243","37621"
"부산","2026","05","MBR","02","감만부두 2선석(신선대감만터미널)","202","566067"
"부산","2026","05","MB7","03","7부두 73선석","337","155659"
"부산","2026","05","MBF","11","국제여객터미널 11선석","447","47697"
"부산","2026","05","MBS","05","신선대부두 5선석","656","183614"
"부산","2026","05","MB6","02","자성대부두 62선석","70","812"
"부산","2026","06","MBF","11","국제여객터미널 11선석","395","45887"
"부산","2026","06","MBU","02","연합부두 연2선석","109","34808"
"부산","2026","06","MB7","04","7부두 74선석","75","4913"
"부산","2026","06","MBS","03","신선대부두 3선석","1055","254500"
"부산","2026","06","MBS","04","신선대부두 4선석","1125","265957"
"부산","2026","06","MBR","01","감만부두 1선석(한국허치슨터미널)","937","665706"
"부산","2026","06","MBR","02","감만부두 2선석(신선대감만터미널)","301","454814"
"부산","2026","06","MB7","02","7부두 72선석","328","41398"
"부산","2026","06","MBF","13","국제여객터미널 13선석","21","0"
"부산","2026","06","MB7","01","7부두 71선석","289","26870"
"부산","2026","06","MBS","02","신선대부두 2선석","907","703273"
"부산","2026","06","MB8","05","8부두 85선석","101","5376"
"부산","2026","06","MB6","02","자성대부두 62선석","101","1087"
"부산","2026","06","MBR","04","감만부두 4선석(신선대감만터미널)","999","866075"
"부산","2026","06","MBF","12","국제여객터미널 12선석","217","132342"
"부산","2026","06","MB6","01","자성대부두 61선석","19","0"
"부산","2026","06","MB7","03","7부두 73선석","316","174519"
"부산","2026","06","MBR","E3","신감만부두 3선석","540","445835"
"부산","2026","06","MBR","E2","신감만부두 2선석","657","537503"
"부산","2026","06","MBR","E1","신감만부두 1선석","589","782812"
"부산","2026","06","MBS","01","신선대부두 1선석","958","2452561"
"부산","2026","06","MBS","05","신선대부두 5선석","710","171105"
"부산","2026","06","MBR","03","감만부두 3선석(신선대감만터미널)","1247","862451"
"부산","2026","07","MB6","01","자성대부두 61선석","152","0"
"부산","2026","07","MBR","02","감만부두 2선석(신선대감만터미널)","265","488442"
"부산","2026","07","MBS","01","신선대부두 1선석","1277","2768222"
"부산","2026","07","MBF","11","국제여객터미널 11선석","405","48925"
"부산","2026","07","MBU","02","연합부두 연2선석","103","54571"
"부산","2026","07","MBS","04","신선대부두 4선석","1105","256720"
"부산","2026","07","MBF","12","국제여객터미널 12선석","213","128662"
"부산","2026","07","MB6","02","자성대부두 62선석","79","21417"
"부산","2026","07","MBS","02","신선대부두 2선석","866","706041"
"부산","2026","07","MBS","05","신선대부두 5선석","672","129624"
"부산","2026","07","MBR","04","감만부두 4선석(신선대감만터미널)","794","767220"
"부산","2026","07","MBR","E1","신감만부두 1선석","584","787704"
"부산","2026","07","MBR","01","감만부두 1선석(한국허치슨터미널)","987","656484"
"부산","2026","07","MB7","02","7부두 72선석","175","33967"
"부산","2026","07","MB7","04","7부두 74선석","250","8644"
"부산","2026","07","MBR","E2","신감만부두 2선석","621","569169"
"부산","2026","07","MB7","01","7부두 71선석","273","31412"
"부산","2026","07","MB7","03","7부두 73선석","318","126399"
"부산","2026","07","MB8","06","8부두 86선석","142","985"
"부산","2026","07","MB8","05","8부두 85선석","120","3458"
"부산","2026","07","MBD","03","동명부두 D3선석","21","989"
"부산","2026","07","MBR","E3","신감만부두 3선석","598","502026"
"부산","2026","07","MBF","13","국제여객터미널 13선석","21","0"
"부산","2026","07","MBR","03","감만부두 3선석(신선대감만터미널)","1319","789219"
"부산","2026","07","MBS","03","신선대부두 3선석","1043","292056"
"부산신항","2025","08","MS7","01","신항 7부두 1선석","458","1000412"
"부산신항","2025","08","MS4","02","신항 4부두 2선석","528","927447"
"부산신항","2025","08","MSL","01","신항 다목적부두","387","59208"
"부산신항","2025","08","MS6","03","신항 6부두 3선석","404","59178"
"부산신항","2025","08","MS6","02","신항 6부두 2선석","520","1549679"
"부산신항","2025","08","MS3","01","신항 3부두 1선석","518","1375288"
"부산신항","2025","08","MS7","02","신항 7부두 2선석","499","329488"
"부산신항","2025","08","MS5","03","신항 5부두 3선석","135","34454"
"부산신항","2025","08","MFL","01","신항 다목적부두연결잔교","151","41371"
"부산신항","2025","08","MSN","07","신항 2부두 4선석","654","255190"
"부산신항","2025","08","MS3","04","신항 3부두 4선석","524","391641"
"부산신항","2025","08","MS3","03","신항 3부두 3선석","420","1392563"
"부산신항","2025","08","MSN","08","신항 2부두 5선석","702","718492"
"부산신항","2025","08","MSN","09","신항 2부두 6선석","0","23908"
"부산신항","2025","08","MS4","04","신항 4부두 4선석","0","104"
"부산신항","2025","08","MS5","02","신항 5부두 2선석","549","1492330"
"부산신항","2025","08","MSN","05","신항 2부두 2선석","667","2758004"
"부산신항","2025","08","MS5","01","신항 5부두 1선석","524","1718840"
"부산신항","2025","08","MS4","01","신항 4부두 1선석","512","2298204"
"부산신항","2025","08","MS3","02","신항 3부두 2선석","65","64154"
"부산신항","2025","08","MS6","01","신항 6부두 1선석","574","854081"
"부산신항","2025","08","MS4","03","신항 4부두 3선석","462","278797"
"부산신항","2025","08","MS5","04","신항 5부두 4선석","466","187067"
"부산신항","2025","08","MSN","02","신항 1부두 2선석","621","1448737"
"부산신항","2025","08","MS7","03","신항 7부두 3선석","490","105359"
"부산신항","2025","08","MSN","01","신항 1부두 1선석","583","1061865"
"부산신항","2025","08","MSN","03","신항 1부두 3선석","676","2120975"
"부산신항","2025","08","MSN","04","신항 2부두 1선석","401","3923075"
"부산신항","2025","08","MSN","06","신항 2부두 3선석","650","283177"
"부산신항","2025","09","MS4","02","신항 4부두 2선석","540","786967"
"부산신항","2025","09","MS4","03","신항 4부두 3선석","523","240075"
"부산신항","2025","09","MS7","02","신항 7부두 2선석","514","245867"
"부산신항","2025","09","MS4","01","신항 4부두 1선석","503","2425395"
"부산신항","2025","09","MSL","01","신항 다목적부두","429","79452"
"부산신항","2025","09","MS3","02","신항 3부두 2선석","146","142099"
"부산신항","2025","09","MS6","03","신항 6부두 3선석","454","108425"
"부산신항","2025","09","MS7","01","신항 7부두 1선석","430","1042821"
"부산신항","2025","09","MS7","03","신항 7부두 3선석","513","184266"
"부산신항","2025","09","MSN","08","신항 2부두 5선석","646","627425"
"부산신항","2025","09","MSN","02","신항 1부두 2선석","596","1341158"
"부산신항","2025","09","MS6","01","신항 6부두 1선석","684","636126"
"부산신항","2025","09","MSN","06","신항 2부두 3선석","587","327339"
"부산신항","2025","09","MS5","04","신항 5부두 4선석","505","122483"
"부산신항","2025","09","MSN","05","신항 2부두 2선석","578","2529481"
"부산신항","2025","09","MSN","04","신항 2부두 1선석","655","4419364"
"부산신항","2025","09","MS5","01","신항 5부두 1선석","587","2076891"
"부산신항","2025","09","MS5","02","신항 5부두 2선석","535","1482553"
"부산신항","2025","09","MS3","01","신항 3부두 1선석","475","1702700"
"부산신항","2025","09","MSN","07","신항 2부두 4선석","660","244344"
"부산신항","2025","09","MS6","02","신항 6부두 2선석","467","1904090"
"부산신항","2025","09","MS3","03","신항 3부두 3선석","525","1356558"
"부산신항","2025","09","MS5","03","신항 5부두 3선석","197","54627"
"부산신항","2025","09","MS3","04","신항 3부두 4선석","621","338803"
"부산신항","2025","09","MSN","03","신항 1부두 3선석","656","2119741"
"부산신항","2025","09","MFL","01","신항 다목적부두연결잔교","236","86061"
"부산신항","2025","09","MSN","01","신항 1부두 1선석","619","1098005"
"부산신항","2025","10","MS5","01","신항 5부두 1선석","579","2122843"
"부산신항","2025","10","MS3","01","신항 3부두 1선석","381","1634995"
"부산신항","2025","10","MS6","01","신항 6부두 1선석","559","884613"
"부산신항","2025","10","MSN","05","신항 2부두 2선석","576","2159872"
"부산신항","2025","10","MSN","03","신항 1부두 3선석","686","2483611"
"부산신항","2025","10","MSN","01","신항 1부두 1선석","572","952551"
"부산신항","2025","10","MS7","03","신항 7부두 3선석","593","285325"
"부산신항","2025","10","MS3","03","신항 3부두 3선석","481","1228088"
"부산신항","2025","10","MSN","07","신항 2부두 4선석","491","273276"
"부산신항","2025","10","MSL","01","신항 다목적부두","380","101297"
"부산신항","2025","10","MS5","03","신항 5부두 3선석","78","30200"
"부산신항","2025","10","MS6","03","신항 6부두 3선석","359","42899"
"부산신항","2025","10","MSN","06","신항 2부두 3선석","504","360359"
"부산신항","2025","10","MS7","02","신항 7부두 2선석","509","305546"
"부산신항","2025","10","MS3","04","신항 3부두 4선석","548","385752"
"부산신항","2025","10","MSN","02","신항 1부두 2선석","679","1287892"
"부산신항","2025","10","MFL","01","신항 다목적부두연결잔교","524","120506"
"부산신항","2025","10","MS5","02","신항 5부두 2선석","613","1718820"
"부산신항","2025","10","MSN","08","신항 2부두 5선석","518","357487"
"부산신항","2025","10","MS3","02","신항 3부두 2선석","209","52550"
"부산신항","2025","10","MS4","02","신항 4부두 2선석","550","828050"
"부산신항","2025","10","MS4","03","신항 4부두 3선석","515","160795"
"부산신항","2025","10","MS5","04","신항 5부두 4선석","613","51833"
"부산신항","2025","10","MS4","04","신항 4부두 4선석","0","276"
"부산신항","2025","10","MS4","01","신항 4부두 1선석","386","2228230"
"부산신항","2025","10","MS6","02","신항 6부두 2선석","640","1884768"
"부산신항","2025","10","MS7","01","신항 7부두 1선석","431","956362"
"부산신항","2025","10","MSN","04","신항 2부두 1선석","549","4450813"
"부산신항","2025","11","MS4","04","신항 4부두 4선석","0","115"
"부산신항","2025","11","MSN","04","신항 2부두 1선석","589","5464845"
"부산신항","2025","11","MS4","02","신항 4부두 2선석","585","883064"
"부산신항","2025","11","MSN","08","신항 2부두 5선석","599","699366"
"부산신항","2025","11","MS7","03","신항 7부두 3선석","491","152208"
"부산신항","2025","11","MSN","02","신항 1부두 2선석","544","894350"
"부산신항","2025","11","MFL","01","신항 다목적부두연결잔교","394","114161"
"부산신항","2025","11","MSN","01","신항 1부두 1선석","619","934576"
"부산신항","2025","11","MS6","02","신항 6부두 2선석","554","1469873"
"부산신항","2025","11","MS7","02","신항 7부두 2선석","496","205661"
"부산신항","2025","11","MS5","02","신항 5부두 2선석","568","1590014"
"부산신항","2025","11","MS3","01","신항 3부두 1선석","315","1640378"
"부산신항","2025","11","MS5","01","신항 5부두 1선석","537","2103830"
"부산신항","2025","11","MS7","01","신항 7부두 1선석","426","1021170"
"부산신항","2025","11","MS5","04","신항 5부두 4선석","494","234657"
"부산신항","2025","11","MSN","05","신항 2부두 2선석","466","1603708"
"부산신항","2025","11","MS4","03","신항 4부두 3선석","516","263042"
"부산신항","2025","11","MS3","03","신항 3부두 3선석","439","1355766"
"부산신항","2025","11","MSN","07","신항 2부두 4선석","511","472745"
"부산신항","2025","11","MS5","03","신항 5부두 3선석","316","39738"
"부산신항","2025","11","MSL","01","신항 다목적부두","231","86325"
"부산신항","2025","11","MSN","06","신항 2부두 3선석","511","223475"
"부산신항","2025","11","MS6","01","신항 6부두 1선석","604","683914"
"부산신항","2025","11","MS3","04","신항 3부두 4선석","589","344029"
"부산신항","2025","11","MS4","01","신항 4부두 1선석","444","2543590"
"부산신항","2025","11","MS3","02","신항 3부두 2선석","256","87777"
"부산신항","2025","11","MS6","03","신항 6부두 3선석","422","92013"
"부산신항","2025","11","MSN","03","신항 1부두 3선석","627","2496802"
"부산신항","2025","12","MSN","04","신항 2부두 1선석","574","5534847"
"부산신항","2025","12","MS4","04","신항 4부두 4선석","0","383"
"부산신항","2025","12","MS5","01","신항 5부두 1선석","540","2632651"
"부산신항","2025","12","MS5","03","신항 5부두 3선석","253","87561"
"부산신항","2025","12","MS7","02","신항 7부두 2선석","449","307129"
"부산신항","2025","12","MSN","05","신항 2부두 2선석","552","1649506"
"부산신항","2025","12","MSN","07","신항 2부두 4선석","645","360210"
"부산신항","2025","12","MS7","03","신항 7부두 3선석","444","112316"
"부산신항","2025","12","MS4","01","신항 4부두 1선석","525","2642878"
"부산신항","2025","12","MS3","01","신항 3부두 1선석","481","1668256"
"부산신항","2025","12","MFL","01","신항 다목적부두연결잔교","261","199007"
"부산신항","2025","12","MS5","04","신항 5부두 4선석","481","70633"
"부산신항","2025","12","MSN","02","신항 1부두 2선석","672","1239490"
"부산신항","2025","12","MS6","02","신항 6부두 2선석","563","1449516"
"부산신항","2025","12","MS3","03","신항 3부두 3선석","455","1244488"
"부산신항","2025","12","MSN","08","신항 2부두 5선석","536","373748"
"부산신항","2025","12","MS5","02","신항 5부두 2선석","617","1129743"
"부산신항","2025","12","MSL","01","신항 다목적부두","372","43393"
"부산신항","2025","12","MS7","01","신항 7부두 1선석","419","1200309"
"부산신항","2025","12","MSN","06","신항 2부두 3선석","528","248277"
"부산신항","2025","12","MS3","02","신항 3부두 2선석","231","92575"
"부산신항","2025","12","MS6","03","신항 6부두 3선석","346","60755"
"부산신항","2025","12","MS4","02","신항 4부두 2선석","616","978334"
"부산신항","2025","12","MS4","03","신항 4부두 3선석","650","250292"
"부산신항","2025","12","MSN","01","신항 1부두 1선석","531","940166"
"부산신항","2025","12","MSN","03","신항 1부두 3선석","664","2558537"
"부산신항","2025","12","MS6","01","신항 6부두 1선석","604","1011583"
"부산신항","2025","12","MS3","04","신항 3부두 4선석","570","391605"
"부산신항","2026","01","MSN","01","신항 1부두 1선석","569","919975"
"부산신항","2026","01","MS4","04","신항 4부두 4선석","0","12"
"부산신항","2026","01","MS4","02","신항 4부두 2선석","573","978973"
"부산신항","2026","01","MS6","02","신항 6부두 2선석","674","1491812"
"부산신항","2026","01","MS3","04","신항 3부두 4선석","542","427834"
"부산신항","2026","01","MSN","02","신항 1부두 2선석","529","1142486"
"부산신항","2026","01","MS3","01","신항 3부두 1선석","479","1622242"
"부산신항","2026","01","MSN","05","신항 2부두 2선석","448","1697849"
"부산신항","2026","01","MSN","06","신항 2부두 3선석","597","322535"
"부산신항","2026","01","MS7","03","신항 7부두 3선석","541","130565"
"부산신항","2026","01","MS5","04","신항 5부두 4선석","285","6704"
"부산신항","2026","01","MSN","04","신항 2부두 1선석","533","5344607"
"부산신항","2026","01","MS3","02","신항 3부두 2선석","116","68671"
"부산신항","2026","01","MS4","03","신항 4부두 3선석","593","309758"
"부산신항","2026","01","MS5","01","신항 5부두 1선석","488","2214989"
"부산신항","2026","01","MSN","07","신항 2부두 4선석","576","473309"
"부산신항","2026","01","MSN","08","신항 2부두 5선석","630","487600"
"부산신항","2026","01","MS5","02","신항 5부두 2선석","570","961237"
"부산신항","2026","01","MFL","01","신항 다목적부두연결잔교","330","215145"
"부산신항","2026","01","MS3","03","신항 3부두 3선석","462","1304373"
"부산신항","2026","01","MS6","01","신항 6부두 1선석","665","1077856"
"부산신항","2026","01","MS4","01","신항 4부두 1선석","476","2757925"
"부산신항","2026","01","MSL","01","신항 다목적부두","362","75808"
"부산신항","2026","01","MS6","03","신항 6부두 3선석","364","31746"
"부산신항","2026","01","MS7","02","신항 7부두 2선석","488","344545"
"부산신항","2026","01","MSN","03","신항 1부두 3선석","681","2518049"
"부산신항","2026","01","MS5","03","신항 5부두 3선석","250","124031"
"부산신항","2026","01","MS7","01","신항 7부두 1선석","403","1107675"
"부산신항","2026","02","MS4","03","신항 4부두 3선석","610","266965"
"부산신항","2026","02","MS7","03","신항 7부두 3선석","478","187549"
"부산신항","2026","02","MFL","01","신항 다목적부두연결잔교","161","192695"
"부산신항","2026","02","MS6","01","신항 6부두 1선석","571","893674"
"부산신항","2026","02","MSN","03","신항 1부두 3선석","643","2577939"
"부산신항","2026","02","MS7","02","신항 7부두 2선석","494","287563"
"부산신항","2026","02","MSL","01","신항 다목적부두","276","21689"
"부산신항","2026","02","MS5","04","신항 5부두 4선석","506","128710"
"부산신항","2026","02","MSN","06","신항 2부두 3선석","586","469961"
"부산신항","2026","02","MS5","03","신항 5부두 3선석","222","108837"
"부산신항","2026","02","MS4","01","신항 4부두 1선석","556","2778391"
"부산신항","2026","02","MS6","03","신항 6부두 3선석","324","99477"
"부산신항","2026","02","MS3","03","신항 3부두 3선석","454","1469569"
"부산신항","2026","02","MSN","02","신항 1부두 2선석","679","1350017"
"부산신항","2026","02","MSN","05","신항 2부두 2선석","570","1858157"
"부산신항","2026","02","MS4","02","신항 4부두 2선석","595","1050343"
"부산신항","2026","02","MS3","01","신항 3부두 1선석","404","1786975"
"부산신항","2026","02","MS6","02","신항 6부두 2선석","490","1764343"
"부산신항","2026","02","MS5","01","신항 5부두 1선석","591","2753831"
"부산신항","2026","02","MS5","02","신항 5부두 2선석","622","1294952"
"부산신항","2026","02","MS3","02","신항 3부두 2선석","192","113739"
"부산신항","2026","02","MSN","07","신항 2부두 4선석","600","341458"
"부산신항","2026","02","MS3","04","신항 3부두 4선석","604","414349"
"부산신항","2026","02","MSN","04","신항 2부두 1선석","510","4905343"
"부산신항","2026","02","MSN","08","신항 2부두 5선석","570","522218"
"부산신항","2026","02","MSN","01","신항 1부두 1선석","628","1061725"
"부산신항","2026","02","MS7","01","신항 7부두 1선석","432","1007487"
"부산신항","2026","03","MSL","01","신항 다목적부두","462","58066"
"부산신항","2026","03","MSN","02","신항 1부두 2선석","633","1607636"
"부산신항","2026","03","MS6","03","신항 6부두 3선석","386","129703"
"부산신항","2026","03","MS6","01","신항 6부두 1선석","658","1149949"
"부산신항","2026","03","MSN","01","신항 1부두 1선석","553","1000718"
"부산신항","2026","03","MS4","01","신항 4부두 1선석","474","2713168"
"부산신항","2026","03","MS3","03","신항 3부두 3선석","531","1890357"
"부산신항","2026","03","MS4","04","신항 4부두 4선석","0","4126"
"부산신항","2026","03","MSN","08","신항 2부두 5선석","685","534152"
"부산신항","2026","03","MS7","01","신항 7부두 1선석","477","1228977"
"부산신항","2026","03","MS3","02","신항 3부두 2선석","207","78731"
"부산신항","2026","03","MSN","04","신항 2부두 1선석","667","5012185"
"부산신항","2026","03","MS4","02","신항 4부두 2선석","508","1198210"
"부산신항","2026","03","MS3","01","신항 3부두 1선석","438","1785332"
"부산신항","2026","03","MFL","01","신항 다목적부두연결잔교","383","212185"
"부산신항","2026","03","MS4","03","신항 4부두 3선석","550","263821"
"부산신항","2026","03","MS7","02","신항 7부두 2선석","502","293762"
"부산신항","2026","03","MSN","07","신항 2부두 4선석","667","276757"
"부산신항","2026","03","MSN","06","신항 2부두 3선석","678","389035"
"부산신항","2026","03","MS7","03","신항 7부두 3선석","528","209891"
"부산신항","2026","03","MSN","05","신항 2부두 2선석","635","2736997"
"부산신항","2026","03","MS5","02","신항 5부두 2선석","487","1435192"
"부산신항","2026","03","MS5","04","신항 5부두 4선석","439","109051"
"부산신항","2026","03","MS5","03","신항 5부두 3선석","272","88417"
"부산신항","2026","03","MS3","04","신항 3부두 4선석","643","569084"
"부산신항","2026","03","MS5","01","신항 5부두 1선석","645","2077984"
"부산신항","2026","03","MSN","03","신항 1부두 3선석","653","2267332"
"부산신항","2026","03","MS6","02","신항 6부두 2선석","637","1358493"
"부산신항","2026","04","MS3","04","신항 3부두 4선석","605","406240"
"부산신항","2026","04","MS5","01","신항 5부두 1선석","564","2639849"
"부산신항","2026","04","MS3","02","신항 3부두 2선석","63","44016"
"부산신항","2026","04","MS7","01","신항 7부두 1선석","436","1396364"
"부산신항","2026","04","MSN","07","신항 2부두 4선석","602","338073"
"부산신항","2026","04","MSN","08","신항 2부두 5선석","554","528489"
"부산신항","2026","04","MS7","03","신항 7부두 3선석","605","75121"
"부산신항","2026","04","MS3","01","신항 3부두 1선석","549","1526019"
"부산신항","2026","04","MSN","03","신항 1부두 3선석","677","2679013"
"부산신항","2026","04","MS6","03","신항 6부두 3선석","350","87018"
"부산신항","2026","04","MSN","02","신항 1부두 2선석","549","1148131"
"부산신항","2026","04","MS3","03","신항 3부두 3선석","541","1566437"
"부산신항","2026","04","MS4","02","신항 4부두 2선석","544","952164"
"부산신항","2026","04","MS6","01","신항 6부두 1선석","615","1010996"
"부산신항","2026","04","MS5","04","신항 5부두 4선석","513","53568"
"부산신항","2026","04","MFL","01","신항 다목적부두연결잔교","249","221571"
"부산신항","2026","04","MS5","02","신항 5부두 2선석","669","1225901"
"부산신항","2026","04","MS4","03","신항 4부두 3선석","577","200053"
